undermind_id,Topic Match Score,Title,Year,Date,Authors,Abstract,Journal,Citation Count,Citation Velocity,DOI,Link,External IDs,Is Open Access,Open Access Link,Semantic Scholar ID,Relevance Summary
75,0,Cybercrime Research,2020,,"J. Barnor, Alfred A. Patterson","Technological advancements have transformed the way people go about their daily lives. However, this development is not without unintended consequences, as cyber-criminals have also devised ways to gain leverage. The authors conducted a literature review on 106 articles across 40 journals to bring to fore cybercrime studies that have been conducted according to the research themes, methodological approaches, level of analysis, geographical focus, and publication outlets. Themes identified in the review were categorized under an existing typology of cybercrime: cyber-trespass, cyber-deception/theft, cyber-pornography and obscenity, and cyber-violence. This review suggested two main directions for future research in terms of socio-technical and theoretical approaches with five research questions. The originality of this review stems from the fact that it is arguably one of the first reviews that have reviewed cybercrime from a holistic perspective.",,1,0.2,10.4018/978-1-7998-2610-1.ch024,https://doi.org/10.4018/978-1-7998-2610-1.ch024,,FALSE,,d0ebb947286156fe2776ddb65b6151a8ad398876,
76,0,Examining a Transnational Problem: An Analysis of Computer Crime Victimization in Eight Countries From 1999 to 2001,2003,01/09/2003,T. Holt,"Policymakers, the media, and governmental agencies suggest that computer crimes are on the rise, and have been for many years. Few countries produce the statistics and information needed to reinforce such claims, making it difficult to understand the scope of this issue. This research estimates the prevalence of computer crime victimization in eight countries, as well as the rates and changes that occur using the world on‐line population and each individual country population for the years 1999 to 2001. This analysis will also discuss the problems inherent in official statistics and current research on computer crimes.",International Journal of Comparative and Applied Criminal Justice,13,0.6,10.1080/01924036.2003.9678709,https://doi.org/10.1080/01924036.2003.9678709,,FALSE,,ca1bcc373085fdf32238435c7f8a915a5cd72867,
77,0,Perlindungan Data Elektronik Dalam Formulasi Kebijakan Kriminal Di Era Globalisasi,2020,11/11/2020,"Yasmirah Mandasari Saragih, Dudung Abdul Azis","The development of information and communication technology has changed the behavior of society globally (cultural transformation) and caused the world to be without limits and social changes that are so rapidly progressing. The rate of development of information technology and a communication is one of the criteria that must be met for the progress of the nation. Cybercrime is one of the new forms or dimensions of today's crimes gaining widespread attention internationally. Utilization of computer technology continues to evolve has led to the process of convergence between information technology, media and communications to ultimately produce a new tool known as the Internet, as well as the beginning of the birth of civilization in cyberspace. Data is a form of jama from datum, derived from Latin meaning ""given something"". At present, information is a very decisive medium for the economic development of a country both developing and developed countries. Information about individuals is always administered by government and private, but the advent of the computer age creates a greater threat to the privacy of the individual, as well as the likelihood of individuals suffering losses as a result of inattention or leakage of information will be much greater. It should be noted, however, that in the cybercrime world, the majority of illegal access to computer systems or networks is used as a first step towards actions that lead to other forms of cybercrime. In this paper the author discusses about how electronic data protection as a cybercrime in the era of globalization today and how the criminal policy formulation review in an effort to protect electronic data. Although cybercrime or cybercrime generally refers to criminal activity with computers or computer networks as its primary element, it is also used for traditional criminal activities where computers or computer networks are used to facilitate or enable such crimes to occur.",,3,0.7,10.22216/SOUMLAW.V3I2.4125.G1939,https://doi.org/10.22216/SOUMLAW.V3I2.4125.G1939,,FALSE,,a038182cec3edad1b6171259ff4f8e6e1ef6b9d0,
78,0,Cybermetrics 2016: DDos en malware,2017,,"R. Cornelisse, Bargh, R. Choenni",,,1,0.1,,https://www.semanticscholar.org/paper/55fecf569f34a9b797df36ff821367d2730b910e,,FALSE,,55fecf569f34a9b797df36ff821367d2730b910e,
79,0,"Cyberspace as a crime scene: current trends, features, prevention measures",2023,,"Aleksandra Y. Trufanova, Maria I. Sinyaeva","The relevance of this topic is due to the fact that the development of technology, the prevalence of computer technology and the Internet among the population have led to the emergence of a global problem for society – cybercrime. The purpose of this study is to analyze crimes committed in the information and digital space in the Russian Federation and determine preventive measures for various areas of this type of crime. Today, we are not yet talking about the timely universal prevention of cybercrime by law enforcement agencies; we consider it necessary to develop legislative regulation of this area of activity and to ensure the necessary retraining of law enforcement agencies to increase knowledge in the field of prevention, prevention and detection of cybercrimes. The methodology consists of dialectical, structural, formal legal and comparative legal methods, analysis and synthesis. The history and causes of crimes in the cyberspace are analyzed, the features of cyber attacks and cybercrimes in various fields are studied, and preventive measures for the corresponding crime are proposed. It is noted that the legal mechanisms of responsibility for some types of crimes are absent in the legislation due to the constantly changing methods of committing crimes, which also make it difficult for law enforcement agencies to solve them. Their solution is seen in the comprehensive application of preventive measures, timely changes in legislation and regular retraining of law enforcement agencies.",Current Issues of the State and Law,0,0,10.20310/2587-9340-2023-7-4-610-619,https://doi.org/10.20310/2587-9340-2023-7-4-610-619,,FALSE,,1f3c636e6bbb1d04aebf2886d214b18d8eda7024,
80,0,Advancing Network Resilience Through Data Mining and Machine Learning in Cybersecurity,2024,06/05/2024,"Nusrat Samia, Sajal Saha, Anwar Haque","The advancement of internet technology and growing involvement in the cyber world have made us prone to cyber-attacks inducing severe damage to individuals and organizations, including financial loss, identity theft, and reputational damage. With cyber threats evolving alongside technological progress, strengthening network resilience to combat security vulnerabil-ities is crucial. This research extends cyber-crime analysis with an innovative approach, utilizing data mining to not only predict cyber incidents but to reinforce network robustness. Although there are many strategies for intrusion detection, predicting upcoming cyber threats remains an open research challenge. Hence, this research seeks to utilize temporal correlations among attack frequencies within specific time periods to predict the future severity of cyber incidents. The research aims to address the current research limitations by introducing a real-time data collection framework that will provide up-to-date cyber-attack data. A correlation was identified in the reported attack volume across consecutive time frames through collected attack data analysis. This research introduces a predictive model that forecasts the frequency of cyber-attacks within a specified time window, using a historical record of attack counts. The research includes various machine learning and deep learning methods to develop a prediction system based on multiple time frames with an over 15% improvement in accuracy compared to the conventional baseline model. Namely, our research demonstrates that cyber incidents are not entirely random, and by analyzing patterns and trends in past incidents, developed AI techniques can be used to improve cybersecurity measures and prevent future attacks.",2024 20th International Conference on the Design of Reliable Communication Networks (DRCN),0,0,10.1109/DRCN60692.2024.10539157,https://doi.org/10.1109/DRCN60692.2024.10539157,,FALSE,,31834b6c2a559aeb38624c9d16c8deb79f13f75b,
81,0,Approach To Solving Cybercrime And Cybersecurity,2009,01/08/2009,"Azeez Nureni Ayofe, Osunade Oluwaseyifunmitan","Cybercrime is becoming ever more serious. Findings from 2002 Computer Crime and Security Survey show an upward trend that demonstrates a need for a timely review of existing approaches to fighting this new phenomenon in the information age. In this paper, we provide an overview of Cybercrime and present an international perspective on fighting Cybercrime. This work seeks to define the concept of cyber-crime, identify reasons for cyber-crime, how it can be eradicated, look at those involved and the reasons for their involvement, we would look at how best to detect a criminal mail and in conclusion, proffer recommendations that would help in checking the increasing rate of cyber-crimes and criminals.",Journal Not Provided,5,0.3,,https://www.semanticscholar.org/paper/cfd8b70276ea5ac7d534ba2768723a0a9ce02325,,FALSE,,cfd8b70276ea5ac7d534ba2768723a0a9ce02325,
82,0,3 Statistical Analysis and Economic Models for Enhancing Cyber-security in SAINT,2019,,"Edgardo Montes de Oca, John M. A. Bothos, Stefan Schiffner",,Journal Not Provided,0,0,,https://www.semanticscholar.org/paper/0101ee8f642fd20da981efeb9a09a88475d8e329,,FALSE,,0101ee8f642fd20da981efeb9a09a88475d8e329,
83,0,"Cybercafes, Cybercrime Detection and Prevention",2007,07/08/2007,E. Ajala,"Purpose – The purpose of this paper is to examine cybercrime detection and prevention.Design/Methodology/approach – The paper looks at the problem of cybercrime with a view to identifying the main problem and the best methods for detecting, eradicating and preventing illegal activites.Findings – Fighting cybercrime requires a holistic opportunist not just addressing alone.Originality/value – The paper advocates international comprehensive cybercrime coordinated by an international coalition body",Library Hi Tech News,7,0.4,10.1108/07419050710824705,https://doi.org/10.1108/07419050710824705,,FALSE,,bcf37fb3bd73a903743b3cd65c39802b35abfd66,
84,0,A Comparative Analysis of Cybersecurity Scams: Unveiling the Evolution from Past to Present,2024,05/04/2024,"Navnath Lahu Shete, Manisha M. Maddel, Zarina Shaikh","This comprehensive research initiative meticulously scrutinizes the evolution of cybersecurity threats, juxtaposing historical methodologies from the early 2000s with contemporary intricacies. By contrasting past cyber ploys like '419 scams' with modern threats such as Meesho scams and AI-driven vishing, this study aims to deeply explore the dynamic cyber threats landscape. The primary objective is to unravel the multifaceted dimensions of cybercrime by rigorously analyzing historical and present strategies.This investigation meticulously examines historical instances, including '419 scams,' tech support frauds, and online job manipulation, alongside modern threats exemplified by concrete cases. For instance, the Meesho scam, a prime example of contemporary cyber fraud, exploits the trust of resellers through phishing techniques, employing urgent messages and fabricated bank transfer screenshots. Additionally, vishing, a modern threat utilizing AI-driven voice cloning, poses challenges in distinguishing between authentic and cloned voices, leading to financial losses.Quantitative data underscores the evolution of cyber threats. Statistics demonstrate a shift from widespread targeting in past scams to more targeted contemporary approaches. For instance, reports indicate that in recent scams, there's been a surge in financial frauds, accounting for over three-quarters of cybercrime incidents, signifying a shift towards targeted financial exploitation.Moreover, the emergence of cryptocurrency as a fundamental component in modern cybercrime denotes a departure from conventional financial exploitation methods. Statistical trends in financial losses in cryptocurrency-related scams, surpassing billions of dollars globally, substantiate this shift.The implications underscore the necessity for adaptable cybersecurity measures, backed by quantitative evidence of rising financial losses due to cyber scams. These findings emphasize the urgency for enhanced user awareness and stringent regulatory frameworks to effectively counter the fluid cyber threat landscape. Proactive user education, validated by statistical trends in cybercrime incidents, and embracing advanced tactics stand pivotal in constructing a resilient digital future.",2024 IEEE 9th International Conference for Convergence in Technology (I2CT),2,2,10.1109/I2CT61223.2024.10543498,https://doi.org/10.1109/I2CT61223.2024.10543498,,FALSE,,4d79b198283ddc693a3cb8500bac20fa7d670c2e,
85,0,"A Qualitative Exploratory Study of the Knowledge, Forensic, and Legal Challenges from the Perspective of Police Cybercrime Specialists",2020,29/07/2020,"S. Paoli, J. Johnstone, Natalie J. Coull, Ian Ferguson, G. Sinclair, Paddy Tomkins, Maureen Brown, Rebecca Martin","
 The extant literature has demonstrated that there is a need for more empirical research on the subject of policing cybercrime. This article makes a contribution and offers a qualitative exploration of the problem of policing cybercrime from an international perspective. It structures the analysis around three main challenges: the knowledge, forensic, and legal challenges. A literature review supports the evidence that these issues are core challenges when policing cybercrime. Through 13 semi-structured interviews with cybercrime specialists from 8 countries, these three challenges are further investigated. A thematic analysis of the interviews, whilst confirming some of the previous literature findings, also outlines novel findings. Interview analysis shows that in some areas little recent progress has been made, in particular the recording of cybercrime. However, in other areas new creative solutions have been implemented, including filling the policing skills gap with civilian specialists. The article concludes by offering recommendations for addressing some of the challenges for policing cybercrime.",Policing: A Journal of Policy and Practice,19,4.1,10.1093/police/paaa027,https://doi.org/10.1093/police/paaa027,,TRUE,"{'url': 'https://academic.oup.com/policing/article-pdf/15/2/1429/39903495/paaa027.pdf', 'status': 'GOLD'}",ba98db1daad42cbd564007807a5b89f00f7e6053,
86,0,The development of e-crimes in the digital economy: Causes and consequences,2024,,"Rita Remeikienė, Andrius Trajanauskas, Ligita Gasparėnienė","As technology continues to improve, e-crime poses a huge threat to the global economy. According to the World Cyber Security Report (2023), vulnerabilities in the digital world are growing along with technological innovation, which is driving e-crime (World Economic Forum, 2023). This research shows that more and more organizations and countries are facing cyber challenges, making it necessary to strengthen global cyber resilience. In addition, the report indicates that economic losses due to cyber-attacks could reach up to US$ 23.84 trillion worldwide by 2027, almost tripling the growth compared to 2022 (World Economic Forum, 2023). These data confirm that e-crimes pose more and more difficulties for the stability of the international economy. According to the research by PricewaterhouseCoopers in 2022, e-crime is the main cause of external fraud in organizations, so it is important to understand the impact of these crimes and find ways to control them (PwC, 2022). The growing prevalence of cybercrime poses significant challenges to the digital economy, affecting both individuals and organizations. This article examines the theoretical aspects of the cybercrime concept. The conclusions are based on a combination of theoretical analysis and empirical research conducted in Lithuania. By understanding the underlying factors and the extent of their impact, the aim is to offer actionable recommendations to increase digital resilience to e-crime threats.",XIX International May Conference on Strategic Management – IMCSM24 Proceedings - zbornik radova,0,0,10.5937/imcsm24032r,https://doi.org/10.5937/imcsm24032r,,TRUE,"{'url': 'https://scindeks-clanci.ceon.rs/data/pdf/proc-0011/2024/proc-00112403318R.pdf', 'status': 'GOLD'}",18d12144406163b5eff8003fb310f50b35b3f41a,
87,0,A censorious interpretation of cyber theft and its footprints,2023,,"Singh V. Smrithy, Robin D. Doreen, Robin C. R. Rene","Cybercrime is a type of crime that steals information from an owner and uses it for criminal purposes. There are other types of theft related to this crime, including identity theft, data theft, and deep fakes. This study provides a detailed analysis of cybercrime. The world has become more advanced in communication, especially after the invention of the internet, which provides a feasible environment for online dealings such as e-shopping, internet banking, and online payments. Although progress has been made to enhance innovation and development, there is a high risk of cybercrime worldwide. It has had a significant impact on digital platforms, adding both positives and negatives to global networking systems. Internet technology has been used by a few people for criminal activities, such as unauthorized access to networks and scams. These criminal activities or offences related to the internet, referred to as cybercrimes, are discussed in this paper.",i-manager's Journal on Information Technology,2,0.9,10.26634/jit.12.1.19394,https://doi.org/10.26634/jit.12.1.19394,,FALSE,,ceef83ef816d3f665a1c8b979008c439abf80832,
88,0,To SPB or not to SPB? A mixed methods analysis of self-protective behaviours to prevent repeat victimisation from cyber abuse,2020,11/11/2020,"Z. Vakhitova, R. Mawby, C. Alston-Knox, Callum A. Stephens","This paper presents the findings from a mixed-methods examination of self-protective behaviours (SPBs) adopted by victims of cyber abuse from the rational choice perspective. The data from a sample of the U.S. adults (N=746\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$N = 746$$\end{document}), members of an online opt-in panel, were analysed to first distinguish the types of SPBs adopted by victims of cyber abuse using a thematic analysis of open-ended responses. We then identified the factors associated with an increased likelihood of adopting SPBs and the specific identified types of SPBs using logistic regression with Bayesian variable selection and a stochastic search algorithm. Of the six identified types of SPBs, adjusting privacy settings was the most commonly reported response, and improving security (e.g. changing passwords, etc.) was the least common SPB. Older victims who reported higher than the average perceived impact from victimisation, were abused by a stranger and experienced either surveillance of their online activities or multiple types of abuse, were significantly more likely to adopt an SPB. Our findings inform strategies for both Internet user education and for preventing cyber abuse victimisation.",Crime Science,10,2.3,10.1186/s40163-020-00134-5,https://doi.org/10.1186/s40163-020-00134-5,,TRUE,"{'url': 'https://crimesciencejournal.biomedcentral.com/track/pdf/10.1186/s40163-020-00134-5', 'status': 'GOLD'}",755c514b51c0249ebefe3e7fed2617d9f9493d7a,
89,0,Analyze and Forecast the Cyber Attack Detection Process using Machine Learning Techniques,2023,06/07/2023,"Nrusimhadri Sai Deepak, T. Hanitha, Kiranmai Tanniru, Lukka Raj Kiran, D. Sai, D. Kumar","One of the most crucial global concerns is the issue of cybercrime, which leads to significant financial losses for nations and their citizens every day. The frequency of cyberattacks has steadily increased, emphasizing the need to identify the individuals behind these criminal activities and understand their strategies. Detecting and preventing cyberattacks pose significant challenges, but recent advancements have introduced security models and prediction tools based on artificial intelligence to tackle these issues. Although there is a wealth of literature on crime prediction strategies, they may need to be more effectively suited for awaiting cybercrime and cyber-attack techniques. One potential solution to address this problem involves utilizing real-world data to determine the occurrence of an attack and identify the responsible party. This information encompasses details about the offense, offender demographics, property damage, and attack vectors. Forensic teams can collect information from victims of cyber-attacks through application processes. This research study employs machine learning techniques to analyze cybercrime using two models and predict how the attributes can contribute to identifying the method of cyber-attack and the criminal. This study has compared eight different machine-learning techniques, and discovered that they yielded similar results in terms of accuracy. The Support Vector Machine (SVM) linear model achieved the highest accuracy rate among the various cyber-attack methods tested. In the first model, valuable insights on the types of attacks victims were likely to face. Logistic regression, with a high success rate, was the most effective strategy for identifying malicious actors. The second model focused on comparing offender and victim attributes to make predictions regarding identification. Our findings indicate that the likelihood of becoming a victim of cyberattacks decreases with higher levels of education and wealth. This proposed concept is eagerly estimated for implementation by cybercrime departments, as it will simplify the detection of cyber-attacks and enhance the efficiency of the battle against them.",2023 4th International Conference on Electronics and Sustainable Communication Systems (ICESC),1,0.6,10.1109/ICESC57686.2023.10193289,https://doi.org/10.1109/ICESC57686.2023.10193289,,FALSE,,e25a88b62e1c06eac90bc4a12ffb2a8ab006efcc,
90,0,SOUTH AFRICAN POLICE SERVICE CAPACITY TO RESPOND TO CYBERCRIME: CHALLENGES AND POTENTIALS,2021,30/08/2021,"M. Aphane, J. Mofokeng","The growing threat of cybercrime poses significant challenges for police organizations. Due to the sophisticated methods used to commit cybercrime, the implementation and investigation of cybercrime have become more demanding and time-consuming. For the police to successfully investigate and punish acts of crime, it is necessary to know and understand the operations of the perpetrators. A qualitative research approach utilizing purposive sampling was adopted to explore the capacity of policing cybercrime in the study area. The findings collected through semi-structured interviews with eight key informants comprising of South African Police Service (SAPS) Crime Intelligence Unit officials suggest that there is a limited cybercrime investigative expertise within the specialized investigation units, coupled with the cyber-elements that are part of almost every traditional crime investigation today, has caused a significant increase in the workload of cybercrime investigative units. The study also found a lack of corporation amongst relevant role-players to boost internal cybercrime investigative resources, resulting in capacity challenges in keeping up with the workload. In addition, as the study showed, the lack of a clear legal framework makes it difficult to investigate and prosecute crimes committed with the Internet, as the authorities are forced to rely on the Criminal Procedure Law. The recommendations are presented as a potential step to developing educational packages and awareness programs to provide at-risk groups with effective mechanisms to protect themselves from cybercrime.",Journal of Southwest Jiaotong University,7,2,10.35741/issn.0258-2724.56.4.15,https://doi.org/10.35741/issn.0258-2724.56.4.15,,TRUE,"{'url': 'http://jsju.org/index.php/journal/article/download/946/937', 'status': 'GOLD'}",0baa5488a8b36e493013c51934fbcb3bad9ee43d,
91,0,Detection of Cyber Crime Incidents,2020,30/05/2020,"P. Asha, B. V. Krishna, T. Vivek, T.N.V.Koteswara Rao","Cyber-crime analysis involves the combination of past network attacks with new illegal patterns/acts. Singular cybercrime incidents are cases of individual criminal offences which are increasingly expanding according to the misconduct report furnished by independent regional initiative. In 2014, the Internet Complaint Centre issued 269,422 complaints of internet wrong doing. According to the Federal Investigation Bureau, there prevails a rise of 1600 percent crimes as compared to the 16,838 grumbles remembered for the underlying study. In an overall report published by PricewaterhouseCoopers the amount of data protection seems much lesser and is in pitiful condition. Around 2014, the crime rate in globe rose by 48 percent, with an average of 117,339 assaults per day. The proposed system can be explained by a description of recommended operations, contrasting steps and effective tactics that align with the form of offense and with a particular sequences of patterns. Such collaboration would allow better tracing, care for and mitigate incidents of cyber-crime",International Journal of Recent Technology and Engineering,0,0,10.35940/ijrte.a2816.059120,https://doi.org/10.35940/ijrte.a2816.059120,,TRUE,"{'url': 'https://doi.org/10.35940/ijrte.a2816.059120', 'status': 'GOLD'}",eed772347b5d67639fee3217fde67e1661024e48,
92,0,Exploring Cybercrime – Realities and Challenges,2017,01/12/2017,"Victoria Stanciu, Andrei Tinca","Cybercrime is a global, transnational serious problem that needs strong technical and legal responses. The information represents an important asset that must be secured and properly used as it provides the support for value creation and sustainable development. Being a valuable asset, the information is exposed to continuous and virulent attacks conducted by cybercrime groups and significant financial and human resources must be allocated to the cybercrime limitation. The purpose of authors’ research was to get more knowledge about cybercrime and attacker’s behavior and to develop a discussion on the cyber security and the means of its improvement. The research results attempt to provide useful recommendations on countermeasures against cybercrime and raise the awareness of companies’ senior management and governments’ representatives on cyber criminality.",Journal of Accounting and Management Information Systems,10,1.4,10.24818/JAMIS.2017.04009,https://doi.org/10.24818/JAMIS.2017.04009,,TRUE,"{'url': 'https://doi.org/10.24818/jamis.2017.04009', 'status': 'GOLD'}",09920dbf6d45e4a8c2e0ada7a2f5c1cee07078d4,
93,0,"Conceptualizing Cybercrime: Definitions, Typologies and Taxonomies",2022,16/04/2022,"Kirsty Phillips, J. Davidson, Ruby Farr, Christine Burkhardt, S. Caneppele, M. Aiken","Cybercrime is becoming ever more pervasive and yet the lack of consensus surrounding what constitutes a cybercrime has a significant impact on society, legal and policy response, and academic research. Difficulties in understanding cybercrime begin with the variability in terminology and lack of consistency in cybercrime legislation across jurisdictions. In this review, using a structured literature review methodology, key cybercrime definitions, typologies and taxonomies were identified across a range of academic and non-academic (grey literature) sources. The findings of this review were consolidated and presented in the form of a new classification framework to understand cybercrime and cyberdeviance. Existing definitions, typologies and taxonomies were evaluated, and key challenges were identified. Whilst conceptualizing cybercrime will likely remain a challenge, this review provides recommendations for future work to advance towards a universal understanding of cybercrime phenomena as well as a robust and comprehensive classification system.",Forensic Sciences,51,17.2,10.3390/forensicsci2020028,https://doi.org/10.3390/forensicsci2020028,,TRUE,"{'url': 'https://www.mdpi.com/2673-6756/2/2/28/pdf?version=1650271803', 'status': 'GOLD'}",f2bc792c2a19af231963e8eaed48487a14cf3e2d,
94,0,Exploring the global geography of cybercrime and its driving forces,2023,23/02/2023,"Shuai Chen, Mengmeng Hao, Fangyu Ding, Dong Jiang, Jiping Dong, Shize Zhang, Qiquan Guo, Chundong Gao","Cybercrime is wreaking havoc on the global economy, national security, social stability, and individual interests. The current efforts to mitigate cybercrime threats are primarily focused on technical measures. This study considers cybercrime as a social phenomenon and constructs a theoretical framework that integrates the social, economic, political, technological, and cybersecurity factors that influence cybercrime. The FireHOL IP blocklist, a novel cybersecurity data set, is used to map worldwide subnational cybercrimes. Generalised linear models (GLMs) are used to identify the primary factors influencing cybercrime, whereas structural equation modelling (SEM) is used to estimate the direct and indirect effects of various factors on cybercrime. The GLM results suggest that the inclusion of a broad set of socioeconomic factors can significantly improve the model’s explanatory power, and cybercrime is closely associated with socioeconomic development, while their effects on cybercrime differ by income level. Additionally, results from SEM further reveals the causal relationships between cybercrime and numerous contextual factors, demonstrating that technological factors serve as a mediator between socioeconomic conditions and cybercrime.",Humanities & Social Sciences Communications,39,18.5,10.1057/s41599-023-01560-x,https://doi.org/10.1057/s41599-023-01560-x,,TRUE,"{'url': 'https://www.nature.com/articles/s41599-023-01560-x.pdf', 'status': 'GOLD'}",079ee016bebdabe355baa2d1e08bd1c2ebc0dc78,
95,0,A comprehensive survey of cybercrimes in India over the last decade,2024,30/10/2024,Sudhanshu Sekhar Tripathy,"Since the 1990s, the integration of technology into daily life has led to the creation of an extensive network of interconnected devices, transforming how individuals and organizations operate. However, this digital transformation has also spurred the rise of cybercrime, criminal activities perpetrated through networks or computer systems. Cybercrime has become a global concern, presenting significant challenges to security systems. Although advancements in digital technology have enhanced efficiency, they have also opened new avenues for exploitation by cybercriminals, highlighting the urgent need for advanced cybersecurity measures. The escalating number of cyberattacks and associated risks in the past decade highlights the critical importance of protecting sensitive data and safeguarding information systems. Cybercrimes range from financial fraud and phishing scams to identity theft and online harassment, posing substantial risks to both individuals and organizations. In response, governments, law enforcement agencies, and cybersecurity units have intensified their efforts to address these threats. In recent years, India has experienced a significant surge in cybercrime incidents, with a notable increase in cases involving ransomware, data breaches, and social engineering attacks. The growing penetration of internet services, the expansion of e-commerce, and the rapid adoption of digital payment systems have made individuals and organizations more vulnerable to cyber threats. Key areas affected include banking, healthcare, and government sectors, which are frequently targeted due to the sensitive nature of the data they handle. To combat these risks, there is an increasing focus on public awareness, cybersecurity education, and robust regulatory frameworks. This paper provides an in-depth analysis of cybercrime, with a focus on developing innovative prevention strategies, strengthening internal security protocols, and classifying key cybercrime terminologies to better understand their implications for digital infrastructure.",International Journal of Science and Research Archive,0,0,10.30574/ijsra.2024.13.1.1919,https://doi.org/10.30574/ijsra.2024.13.1.1919,,FALSE,,a72842ba6f4597fdd9df46c112e2ca4c19d1a046,
96,0,"Online behaviour, life stressors and profit-motivated cybercrime victimisation",2023,20/06/2023,"I. Voce, A. Morgan","This study analyses data from a survey of Australian adult computer users conducted in June 2021 to examine the influence of online routine activities and life stressors on the likelihood of profit-motivated cybercrime victimisation. Compared with non-victims, victims spent more time online, more frequently engaged in recreational online activities and were more likely to employ higher-risk online practices. Small-to-medium enterprise owners working from home were more likely to be victims. Respondents who had experienced recent increases in financial stress and gambling and negative impacts on interpersonal relationships during the COVID-19 pandemic were also more likely to be a victim of cybercrime. Being accessible online and a lack of personal and physical guardianship are associated with an increased risk of being a victim, but other factors may influence the susceptibility of computer users to cybercrime victimisation. This has important implications for cybercrime responses.",Journal Not Provided,2,1.1,10.52922/ti77062,https://doi.org/10.52922/ti77062,,FALSE,,d179db846ac5a93ab79605bcff770d41962c6334,
97,0,Examination of Cybercrime and Its Effects on Corporate Stock Value,2018,18/10/2018,"K. Smith, Amie Jones, L. Johnson, L. Smith","
Purpose
Cybercrime is a prevalent and serious threat to publicly traded companies. Defending company information systems from cybercrime is one of the most important aspects of technology management. Cybercrime often not only results in stolen assets and lost business but also damages a company’s reputation, which in turn may affect the company’s stock market value. This is a serious concern to company managers, financial analysts, investors and creditors. This paper aims to examine the impact of cybercrime on stock prices of a sample of publicly traded companies.


Design/methodology/approach
Financial data were gathered on companies that were reported in news stories as victims of cybercrime. The market price of the company’s stock was recorded for several days before the news report and several days after. The percentage change in the stock price was compared to the change in the Dow Jones Industrial average to determine whether the stock price increased or decreased along with the rest of the market.


Findings
Stock prices were negatively affected in all time periods examined, significantly so in one period.


Practical implications
This paper describes cases concerning cybercrime, thereby bringing attention to the value of cybersecurity in protecting computers, identity and transactions. Cyber security is necessary to avoid becoming a victim of cybercrime. Specific security improvements and preventive measures are provided within the paper. Preventive measures are generally less costly than repairs after a cybercrime.


Originality/value
This is an original manuscript that adds to the literature regarding cybercrime and preventive measures.
",Information Systems & Economics eJournal,29,4.5,10.1108/JICES-02-2018-0010,https://doi.org/10.1108/JICES-02-2018-0010,,FALSE,,e68b1d1979205d509d56a05f46d4f18caa6e5964,
98,0,"Counting the costs of identity crime and misuse in Australia, 2015–16",2018,30/12/2018,"Russell G. Smith, P. Jorna","The estimated direct and indirect cost of identity crime in Australia in 2015–16 was $2.65b. This includes losses suffered by government agencies, Australian businesses and individuals as indicated in Figure 1. Each year attempts have been made to improve the methodology used to estimate the cost of identity crime by including the most current data, adding newly available sources of data, and increasing the range of data examined. As such, the estimates in this report represent the best indication available of the national impact of identity crime in Australia. However, because of these changes to data sources and methodology, year-to-year comparisons cannot always be made.",,3,0.5,10.52922/ti211191,https://doi.org/10.52922/ti211191,,FALSE,,eca912a3bf08db07c54721ed2441fa810e38add6,
99,0,Recent Advancements in Machine Learning for Cybercrime Prediction,2023,11/04/2023,"Lavanya Elluri, V. Mandalapu, P. Vyas, Nirmalya Roy","Cybercrime is a growing threat to organizations and individuals worldwide, with criminals using sophisticated techniques to breach security systems and steal sensitive data. This paper aims to comprehensively survey the latest advancements in cybercrime prediction, highlighting the relevant research. For this purpose, we reviewed more than 150 research articles and discussed 50 most recent and appropriate ones. We start the review with some standard methods cybercriminals use and then focus on the latest machine and deep learning techniques, which detect anomalous behavior and identify potential threats. We also discuss transfer learning, which allows models trained on one dataset to be adapted for use on another dataset. We then focus on active and reinforcement learning as part of early-stage algorithmic research in cybercrime prediction. Finally, we discuss critical innovations, research gaps, and future research opportunities in Cybercrime prediction. This paper presents a holistic view of cutting-edge developments and publicly available datasets.",Journal of Computer Information Systems,7,3.5,10.1080/08874417.2023.2270457,https://doi.org/10.1080/08874417.2023.2270457,,TRUE,"{'url': 'https://arxiv.org/pdf/2304.04819', 'status': 'GOLD'}",9591687dc5756ebf3f89aa2d112a33d3b97873c4,
